,news_id,title,abstract,category
728,N22677,Stars and Their First Big Loves,,entertainment
731,N37956,Celeb Style and Beauty TBTs That Blew Our Minds,"The funniest, wackiest, most cringe-worthy star #tbts!",entertainment
771,N16157,Hearthstone player becomes first woman to win at BlizzCon finals,Forget your gender and go for it',entertainment
773,N6817,Adrienne Brodeur's Wild Game Is an Intoxicating Memoir About Her Mother's Affair,"Essayist Emily Bernard reviews the ""stunning tale of treachery.""",entertainment
780,N35898,Fashion hits and misses for September 2019,We're rounding up the best and worst dressed stars of the month.,entertainment
796,N7810,Jessica Simpson and 25 More Celebs Who Got Richer From Their Second Jobs,See which stars made very lucrative career switches.,entertainment
805,N27158,Anna Faris Sparks Engagement Rumors With Boyfriend Michael Barrett,Actress Anna Faris has sparked rumors of an engagement with cinematographer Michael Barrett after two years of dating. Get the details on the Mom star's diamond ring!,entertainment
807,N2293,Ex-inmate Cyntoia Brown-Long argues for redemption in memoir,"Cyntoia Brown-Long's case drew celebrity and national attention to juvenile justice reform. Now released from prison, Brown-Long tells her story in a new memoir and says that ""everyone is capable of receiving redemption."" (Oct. 15)",entertainment
815,N30527,25 Celebrity Real Estate Moguls,"From Ellen to Leo, these stars pick profitable properties.",entertainment
822,N42314,"Destiny 2: Shadowkeep review: ""Destiny Christmas has come once again""","Destiny 2: Shadowkeep is undeniably smaller than Forsaken, but it's every bit as impactful.",entertainment
829,N27078,Quiz: Who's Richer   This Celebrity or Their Famous Parent?,"For stars like Kate Hudson & Angelina Jolie, fame is hereditary.",entertainment
836,N46414,Jessica Lange on Her Photographic Tribute to Her Midwestern Roots in Highway 61,"The two-time Oscar winner, also an accomplished photographer, has a new book that takes as its subject life along a scenic route in her birthplace of northern Minnesota",entertainment
837,N57400,20 Celeb Couples You Totally Forgot Are Still Together,"The tabloids might say otherwise, but true love really does exist in Hollywood. You might have thought these couples split, but they're still going strong.",entertainment
842,N46410,Maya Rockeymoore Cummings: 'He was a walking miracle',Maya Rockeymoore Cummings honored her husband Rep. Elijah E. Cummings (D-Md.) at his funeral Oct. 25 in Baltimore.,entertainment
846,N8166,31 Photos of Vintage Celebrities on Their Wedding Day,"Marilyn Monroe, Audrey Hepburn, Elvis Presley, and more stars say ""I do.""",entertainment
849,N56244,Stars who made up after public feuds,"From Taylor Swift and Katy Perry to Drake and Meek Mill, check out all the celebs who buried the hatchet after feuding!",entertainment
852,N46488,Tennis Star Andy Murray and Kim Sears Welcome Third Child,Tennis champ Andy Murray and his wife Kim Sears welcomed their first son last week! Check out what Murray's mother had to say about the happy news below.,entertainment
854,N39019,Most expensive celebrity jewelry,Take a look at some of the priciest gems worn by celebs!,entertainment
868,N63116,The Subtle Art of Not Giving a F*ck' and 5 other self-help books to help us get over ourselves,"Mark Manson reflects on the success of ""The Subtle Art of Not Giving a F*ck."" Plus see our picks for other self-help books that tell it like it is.",entertainment
869,N41229,Iconic couples of the decade,We're rounding up the most significant celebrity couples of the last 10 years.,entertainment
874,N36526,"Jason Momoa says his marriage to Lisa Bonet proves 'anything is possible,' plus more news","Jason Momoa gets giddy about marrying his ""childhood crush,"" Lisa Bonet. Plus, more celebrity news for Oct. 16, 2019.",entertainment
878,N31364,Netflix's Playback Speed Feature Slammed By Judd Apatow,"The streaming giant is currently testing out a new feature that allows viewers to change the playback speed of content--and the ""Big Sick"" director disagrees. Watch!",entertainment
885,N22357,New Elena Ferrante novel coming in 2020,New Elena Ferrante novel The Lying Life of Adults coming in 2020,entertainment
895,N9134,"Jennifer Aniston, Hilary Duff, Megan Fox and More Stars Who Won Instagram This Week",,entertainment
903,N5742,14 celebrities you didn't know hold world records,"Celebrities such as Dwayne Johnson and Snoop Dogg have set unexpected records, including creating the largest layered dip.",entertainment
916,N3065,Mother who chased son's killers not resting until final suspect caught,,entertainment
927,N24578,"Week in celebrity photos for Oct. 28-Nov. 1, 2019",See what the stars were up to during the last week of October.,entertainment
929,N17387,When Costars Clash: 13 Onscreen Pairs Who Were Allegedly Feuding Offscreen,"Chelsea and Heather, Jennie and Shannen, Nicki and Mariah   these celebs weren't afraid to speak their minds about their co-workers",entertainment
931,N16773,Halsey and Evan Peters are red carpet official,"Halsey and Evan Peters have been linked for a month, but they're now confirming their romance.",entertainment
938,N1886,The Week In Games: Play The Witcher 3 Anywhere You Want,"The Witcher 3 comes to the Nintendo Switch this week, and Geralt is ready to go on dark RPG adventures with you on the subway, in an airplane, or even in a bathroom. What a world we live in.",entertainment
942,N52874,"John Legend clarifies his recent Kanye West comments, plus more news","John Legend explains what he told Vanity Fair about Kanye West, plus more celebrity news for Oct. 31, 2019.",entertainment
943,N11116,"Debunking the week's tabloid stories: Oct. 25, 2019",A round-up of the week's tabloid stories that totally missed the mark.,entertainment
957,N41485,The 20 best games of our lifetime,We look back at the best games of our lifetime,entertainment
963,N20458,"5 books not to miss: Jami Attenberg's 'All This Could Be Yours,' John le Carré spy novel","Jami Attenberg mines familial dysfunction for her brilliant new novel ""All This Could Be Yours,"" and master John le Carré delivers a new spy novel.",entertainment
971,N53933,"RIP Singstar, One Of The Most Important Games In PlayStation History","This may come as a bit of a shock to Americans, since it never really took hold in the US, but Singstar was one of the most important series ever released on a Sony console. And in January 2020, after 15 years of PlayStation karaoke, it's finally going to be shuffled off the stage.",entertainment
974,N35560,Megyn Kelly and Rose McGowan selfie sparks speculation: 'Brainstorming',"The newswoman shared a photo of herself taking a selfie with McGowan on Friday. Kelly, who hasn't yet landed anywhere after abruptly leaving NBC last year, has been using her platform as of late to speak out against sexual harassment and non-disclosure agreements.",entertainment
982,N19292,Kelly Ripa Channeled 'Old Town Road' for Halloween,"Halloween is not just for kids. Some beloved television hosts got into the spirit this holiday and dressed up in some iconic outfits. Ellen kicked things off on Wednesday as she was makin' money moves dressed as Cardi B, but she called herself ""Cardi E."" The Bronx rapper even surprised the daytime host for a meta meeting of the minds. The ""Good Morning America"" hosts hustled it all the way back to the 1970s as they channeled the beloved disco era of New York City and the heyday of Studio 54.",entertainment
1012,N35509,Kevin Hart is easing back into work after car crash and more ICYMI news,"Kevin Hart easing back into work after car crash, Matt Lauer accused of rape, Jeffrey Dean Morgan and Hilarie Burton marry, more news this week.",entertainment
1014,N25189,Target's best Black Friday 2019 gaming and TV deals,"Lots of 4K TVs, Xbox One X and games galore get Black Friday started",entertainment
1021,N34997,"Miley Cyrus moves on from Kaitlynn Carter and Liam Hemsworth with Cody Simpson, plus more celeb love life news for early October 2019","Travis Scott address cheating rumors as Kylie is linked to Tyga, Jeffrey Dean Morgan and Hilarie Burton marry, Bella Thorne debuts new girlfriend and more!",entertainment
